cpu_utilization,memory_utilization,storage_gb,data_transfer_gb,duration_hours,pue,carbon_intensity_gco2_kwh,instance_tdp_watts,workload_type,aws_region,co2_emissions_kg
20.19,22.22,985.81,7.137,24.8632,1.323,450,15.3,S3,ap-northeast-1,0.424332
39.51,44.27,1.39,0.0,0.0087,1.1,320,31.8,Lambda,eu-central-1,0.0001
15.37,,437.05,20.309,26.2652,1.439,380,4.1,S3,us-east-1,0.547
13.8,12.84,2636.71,98.495,16.0372,1.108,320,2.8,S3,eu-central-1,2.090434
49.68,48.05,357.35,38.253,12.7135,1.423,380,194.8,EC2,us-east-1,1.557437
31.39,17.97,0.87,0.386,0.0036,1.454,430,28.0,Lambda,ap-southeast-1,0.009765
41.16,8.43,2.43,0.415,0.0017,1.331,320,21.4,Lambda,eu-central-1,0.008052
61.12,99.77,122.65,25.829,24.0,1.56,270,60.7,RDS,eu-west-1,0.795782
79.11,82.67,717.53,24.556,24.0,1.254,450,135.2,RDS,ap-northeast-1,2.224334
89.27,71.67,169.2,65.743,10.0934,1.381,320,237.7,EC2,eu-central-1,2.179675
1.0,74.46,1.08,0.55,0.0148,1.404,120,21.6,Lambda,us-west-2,0.003942
20.22,78.29,471.55,49.161,24.0,1.345,100,158.2,RDS,ca-central-1,0.406621
2.74,6.64,777.86,83.046,15.8901,1.301,320,7.2,S3,eu-central-1,1.672135
59.4,87.15,0.0,24.64,9.361,1.278,120,135.1,EC2,us-west-2,0.287831
78.15,69.02,721.03,27.806,24.0,1.369,90,65.2,RDS,sa-east-1,0.332322
62.55,65.86,351.78,21.585,24.0,1.349,120,88.7,RDS,us-west-2,0.386631
15.33,47.91,2.78,0.416,0.0066,1.533,100,30.7,Lambda,ca-central-1,0.002517
26.0,90.37,150.81,33.751,24.0,1.272,270,71.5,RDS,eu-west-1,0.729305
8.68,73.14,237.78,11.279,24.0,1.494,380,79.8,RDS,us-east-1,0.391918
26.21,1.0,1297.1,39.534,13.7244,1.228,450,11.1,S3,ap-northeast-1,1.20556
41.91,54.49,2.3,0.856,0.0091,1.296,450,49.6,Lambda,ap-northeast-1,0.023195
7.17,22.17,2509.71,68.512,19.8095,1.347,120,2.0,S3,us-west-2,0.580008
28.94,3.55,960.02,47.725,42.1999,1.491,120,7.9,S3,us-west-2,0.446187
71.22,70.12,2.03,0.708,0.0081,1.179,90,23.6,Lambda,sa-east-1,0.003937
1.0,73.23,316.88,17.496,24.0,1.542,450,146.6,RDS,ap-northeast-1,0.545108
31.71,53.41,766.7,0.0,24.0,1.3,270,133.8,RDS,eu-west-1,0.444914
16.61,36.65,0.0,45.006,7.662,1.339,320,101.9,EC2,eu-central-1,0.892251
24.14,72.9,0.0,0.0,24.0,1.296,320,42.4,RDS,eu-central-1,0.103042
54.63,97.81,0.0,0.097,0.001,1.756,270,134.1,EC2,eu-west-1,0.001622
54.27,37.2,0.0,54.441,11.2116,1.336,380,42.4,EC2,us-east-1,1.38843
18.57,21.04,0.0,34.246,24.3687,1.61,120,11.4,S3,us-west-2,0.253699
47.85,14.99,0.38,0.57,0.0033,1.307,120,18.0,Lambda,us-west-2,0.004075
1.0,76.65,268.59,23.488,24.0,1.177,100,18.8,RDS,ca-central-1,0.148004
70.57,29.49,239.44,6.278,3.466,1.8,450,258.6,EC2,ap-northeast-1,0.670091
21.06,27.5,1352.41,43.786,21.4119,1.347,100,12.0,S3,ca-central-1,0.321078
39.29,70.91,167.64,0.0,8.2426,1.345,430,227.8,EC2,ap-southeast-1,0.44986
49.0,1.0,1.8,0.679,0.0064,1.349,430,40.7,Lambda,ap-southeast-1,0.017492
73.07,23.2,755.56,27.353,24.0,1.326,380,139.8,RDS,us-east-1,1.997803
48.21,1.0,0.9,0.392,0.0038,1.526,270,30.4,Lambda,eu-west-1,0.006505
52.31,56.88,569.32,34.8,24.0,1.46,100,36.9,RDS,ca-central-1,0.307518
6.69,33.55,2189.82,84.926,28.8611,1.322,450,20.2,S3,ap-northeast-1,2.788632
41.71,55.74,0.0,49.476,7.4371,1.457,100,137.1,EC2,ca-central-1,0.351798
49.17,35.45,1.82,0.554,0.0178,1.246,270,34.7,Lambda,eu-west-1,0.009155
73.43,41.04,95.73,47.734,0.001,1.397,430,109.0,EC2,ap-southeast-1,1.252634
18.05,14.23,639.84,88.119,22.1463,1.401,90,6.5,S3,sa-east-1,0.512882
38.61,85.16,527.45,28.222,24.0,1.364,90,26.3,RDS,sa-east-1,0.198753
6.94,27.84,1663.83,11.131,29.2147,1.289,430,14.1,S3,ap-southeast-1,0.645205
68.0,42.12,3.27,0.0,0.0087,1.385,270,30.6,Lambda,eu-west-1,0.0001
31.17,1.0,219.95,61.09,28.2277,1.323,430,10.6,S3,ap-southeast-1,1.674817
74.76,70.87,144.05,49.47,9.074,1.179,450,91.5,EC2,ap-northeast-1,1.694623
17.1,33.24,752.4,42.255,28.0782,1.466,320,11.8,S3,eu-central-1,0.950979
13.57,8.2,1732.59,23.396,22.6261,1.438,100,3.6,S3,ca-central-1,0.214248
49.21,63.29,121.27,0.0,7.9141,1.415,430,206.3,EC2,ap-southeast-1,0.486501
39.57,55.86,103.38,18.592,9.7602,1.177,100,275.9,EC2,ca-central-1,0.232002
11.73,9.21,2.08,0.611,0.0122,1.258,270,32.7,Lambda,eu-west-1,0.009806
11.29,42.17,1.66,0.561,0.0048,1.317,380,50.1,Lambda,us-east-1,0.012504
22.99,31.35,2.38,0.424,0.0164,1.45,430,33.3,Lambda,ap-southeast-1,0.010887
75.0,52.31,0.0,40.154,8.371,1.529,100,199.3,EC2,ca-central-1,0.430237
31.07,98.47,0.0,10.905,24.0,1.219,100,162.7,RDS,ca-central-1,0.214466
85.31,32.89,2.63,0.12,0.0149,1.347,270,18.0,Lambda,eu-west-1,0.002019
88.59,46.59,0.0,33.122,8.2261,1.351,430,52.7,EC2,ap-southeast-1,1.077487
29.82,82.97,137.17,0.0,24.0,1.557,320,137.1,RDS,eu-central-1,0.509899
52.33,54.41,271.6,55.783,0.7811,,380,201.7,EC2,us-east-1,1.34447
14.29,25.82,1725.37,17.549,10.0584,1.341,450,18.8,S3,ap-northeast-1,0.617545
87.31,86.58,446.08,14.624,24.0,1.202,380,123.2,RDS,us-east-1,1.53889
67.34,26.91,1.79,0.659,0.0094,1.275,430,28.2,Lambda,ap-southeast-1,0.016921
44.43,50.4,714.76,22.556,24.0,1.346,90,142.9,RDS,sa-east-1,0.340209
23.76,35.61,0.0,0.0,7.0961,1.426,90,195.0,EC2,sa-east-1,0.041694
48.04,75.82,396.57,0.0,24.0,1.327,450,76.7,RDS,ap-northeast-1,0.612926
28.68,16.55,1206.72,49.883,29.0257,1.407,450,4.8,S3,ap-northeast-1,1.613763
69.55,42.61,28.38,66.895,14.1468,1.368,120,246.9,EC2,us-west-2,0.860463
82.7,54.93,93.93,53.996,12.6355,1.551,270,3.0,EC2,eu-west-1,0.876907
25.08,15.32,2150.57,37.771,18.4704,1.39,430,16.6,S3,ap-southeast-1,1.335708
64.65,48.16,270.34,34.562,24.0,1.289,320,83.7,RDS,eu-central-1,1.254328
4.55,10.03,1129.34,0.0,34.7506,1.432,120,12.5,S3,us-west-2,0.082899
43.15,80.59,0.0,13.51,4.5563,1.371,320,124.9,EC2,eu-central-1,0.377046
79.88,60.52,234.65,6.921,13.5644,1.287,430,154.1,EC2,ap-southeast-1,1.114317
2.4,75.27,228.91,34.147,24.0,1.296,100,148.5,RDS,ca-central-1,0.218923
46.42,49.86,1.49,0.034,0.0066,1.408,430,22.9,Lambda,ap-southeast-1,0.000935
57.02,66.08,260.27,37.323,24.0,1.365,120,124.7,RDS,us-west-2,0.546965
64.49,50.49,244.56,41.142,24.0,1.373,100,104.4,RDS,ca-central-1,0.488319
3.08,17.94,2.47,0.282,0.0093,1.397,120,20.5,Lambda,us-west-2,0.002087
1.0,20.16,476.96,35.162,27.1228,1.414,380,8.7,S3,us-east-1,0.892343
29.46,32.2,565.18,99.471,33.2203,1.263,270,13.5,S3,eu-west-1,1.693821
10.38,2.79,0.0,60.018,33.4143,1.194,380,1.0,S3,us-east-1,1.378346
28.03,68.09,868.99,3.958,24.0,1.207,450,145.8,RDS,ap-northeast-1,0.822667
42.24,70.05,909.43,14.084,24.0,1.118,270,65.7,RDS,eu-west-1,0.53101
1.0,15.64,2016.4,7.151,26.0833,1.225,90,14.1,S3,sa-east-1,0.118494
56.4,59.2,180.19,20.487,8.6994,1.231,100,197.1,EC2,ca-central-1,0.243338
41.68,91.09,451.45,10.574,24.0,,270,129.2,RDS,eu-west-1,0.759306
88.98,71.32,309.07,67.689,5.8674,1.633,450,64.8,EC2,ap-northeast-1,2.053451
40.64,17.25,3.26,0.733,0.0119,1.36,90,13.1,Lambda,sa-east-1,0.003973
6.68,1.0,0.0,83.31,32.6601,1.31,380,11.7,S3,us-east-1,1.860921
61.74,43.46,300.13,14.392,2.4768,1.382,270,91.2,EC2,eu-west-1,0.282485
15.76,22.37,184.42,64.193,35.9547,1.1,120,15.3,S3,us-west-2,0.485491
72.02,53.89,119.01,28.909,6.2911,1.468,90,96.2,EC2,sa-east-1,0.210153
51.05,55.44,254.39,62.336,4.8601,1.198,450,144.8,EC2,ap-northeast-1,1.868483
64.01,82.54,9.27,49.62,2.3701,1.433,100,146.4,EC2,ca-central-1,0.324238
76.29,80.06,521.63,15.011,24.0,1.284,450,96.0,RDS,ap-northeast-1,1.515868
10.54,29.41,902.97,12.088,24.0,1.282,120,79.4,RDS,us-west-2,0.159728
77.85,89.33,0.0,29.284,3.9427,1.291,380,48.7,EC2,us-east-1,0.75283
18.59,3.54,2389.5,35.813,10.4342,1.186,450,9.9,S3,ap-northeast-1,1.179386
69.66,83.41,302.76,46.441,6.3308,,100,153.8,EC2,ca-central-1,0.374025
60.24,1.0,3.4,0.303,0.0075,1.386,320,43.9,Lambda,eu-central-1,0.005779
41.37,22.96,3.79,0.723,0.0164,1.205,100,34.8,Lambda,ca-central-1,0.004317
26.89,71.09,276.49,29.236,14.5935,1.597,90,158.0,EC2,sa-east-1,0.256514
41.35,39.36,151.7,50.024,0.5059,1.468,450,134.4,EC2,ap-northeast-1,1.371067
11.58,19.7,1203.13,35.577,19.3641,1.205,100,15.7,S3,ca-central-1,0.257233
41.71,34.46,2.25,0.42,0.0179,1.193,90,21.0,Lambda,sa-east-1,0.002285
75.08,9.32,1.33,0.485,0.0082,1.395,270,46.6,Lambda,eu-west-1,0.007956
46.24,53.45,2.87,0.641,0.0178,1.228,320,21.1,Lambda,eu-central-1,0.012288
50.58,83.37,300.09,13.231,24.0,1.332,380,85.6,RDS,us-east-1,0.853981
63.1,65.05,2.67,0.232,0.0174,1.31,270,17.2,Lambda,eu-west-1,0.003824
60.68,69.46,229.8,85.206,0.6007,1.264,380,105.3,EC2,us-east-1,1.947536
76.39,45.21,384.59,4.847,24.0,1.32,90,130.8,RDS,sa-east-1,0.316231
35.37,50.24,250.51,61.556,0.001,1.738,90,2.1,EC2,sa-east-1,0.328735
15.33,69.72,332.9,37.355,3.9641,1.239,120,62.8,EC2,us-west-2,0.284085
1.0,65.08,2.92,0.374,0.0106,1.158,450,5.1,Lambda,ap-northeast-1,0.010106
45.26,65.47,382.96,,6.0034,1.391,90,226.8,EC2,sa-east-1,0.223063
13.83,23.65,1002.6,0.0,29.1345,1.421,450,12.7,S3,ap-northeast-1,0.25539
1.0,95.48,925.67,27.98,24.0,1.365,90,116.7,RDS,sa-east-1,0.193984
18.95,16.18,943.22,0.0,31.6871,1.411,450,3.8,S3,ap-northeast-1,0.246678
50.37,52.28,480.91,7.013,24.0,1.264,120,28.4,RDS,us-west-2,0.124087
70.97,77.08,249.01,46.799,24.0,1.303,100,143.9,RDS,ca-central-1,0.626303
61.09,86.26,296.55,30.158,24.0,1.414,120,100.3,RDS,us-west-2,0.475726
71.01,91.65,1226.44,24.687,24.0,1.137,380,59.0,RDS,us-east-1,1.164043
38.48,100.0,213.01,14.665,24.0,1.324,320,91.7,RDS,eu-central-1,0.660341
94.02,100.0,0.0,36.444,11.2733,1.352,270,163.6,EC2,eu-west-1,1.238479
1.0,10.27,605.31,53.6,18.1933,1.305,380,16.1,S3,us-east-1,1.333284
57.27,38.52,1.16,0.361,0.0063,1.363,430,14.9,Lambda,ap-southeast-1,0.009608
61.13,17.38,31.94,53.808,7.5457,1.1,120,211.5,EC2,us-west-2,0.530919
1.0,77.58,2.11,0.446,0.0063,1.354,320,31.5,Lambda,eu-central-1,0.008465
48.87,31.84,3.32,0.694,0.0045,1.474,320,21.8,Lambda,eu-central-1,0.012983
55.08,64.06,148.27,5.399,13.7875,1.413,320,139.3,EC2,eu-central-1,0.607783
69.22,49.58,393.02,30.358,6.4479,1.369,380,136.9,EC2,us-east-1,1.039281
21.87,57.47,312.92,19.957,24.0,1.306,380,176.9,RDS,us-east-1,0.970971
54.08,95.75,664.18,16.543,24.0,1.323,380,58.5,RDS,us-east-1,0.837792
63.46,82.75,842.83,15.777,24.0,1.255,450,43.1,RDS,ap-northeast-1,0.931852
26.1,24.96,1971.64,84.237,28.5668,1.286,100,13.6,S3,ca-central-1,0.60642
43.15,66.41,254.47,52.365,7.2511,1.3,120,287.4,EC2,us-west-2,0.510087
59.94,35.28,4.31,0.406,0.0053,1.413,100,42.5,Lambda,ca-central-1,0.002485
45.1,66.04,422.06,15.583,24.0,1.416,430,121.0,RDS,ap-southeast-1,1.255311
47.6,65.67,495.4,43.798,8.6446,1.581,380,161.9,EC2,us-east-1,1.386519
38.26,34.03,1.67,0.36,0.0115,,320,24.9,Lambda,eu-central-1,0.006913
76.87,33.08,2.41,0.197,0.0104,1.492,120,36.4,Lambda,us-west-2,0.001435
47.66,76.66,255.77,25.909,4.2275,1.405,320,62.4,EC2,eu-central-1,0.566984
65.81,52.21,0.0,43.98,14.0206,1.216,430,126.4,EC2,ap-southeast-1,1.780579
77.18,60.67,91.87,50.046,11.2016,1.23,100,66.8,EC2,ca-central-1,0.374806
42.95,84.84,244.81,0.0,5.8917,1.644,100,152.0,EC2,ca-central-1,0.065898
23.29,87.71,0.0,0.0,24.0,1.321,270,107.1,RDS,eu-west-1,0.212047
81.99,86.3,204.67,24.489,24.0,1.343,380,46.1,RDS,us-east-1,1.022275
43.13,62.43,461.54,10.06,24.0,1.469,380,107.1,RDS,us-east-1,0.943365
37.5,56.7,1.45,0.331,0.016,1.455,270,42.3,Lambda,eu-west-1,0.005307
14.35,19.66,1832.39,45.241,35.2754,1.273,320,6.5,S3,eu-central-1,1.239917
49.67,17.75,2.86,0.522,0.0104,1.32,320,17.6,Lambda,eu-central-1,0.010246
22.4,51.2,24.1,27.549,24.0,1.404,450,170.9,RDS,ap-northeast-1,1.356375
42.6,71.38,401.45,54.589,6.5821,1.217,120,147.9,EC2,us-west-2,0.445802
18.8,38.93,2276.78,,16.725,1.224,120,16.8,S3,us-west-2,0.731652
4.23,27.06,1129.59,38.745,34.9218,1.389,320,22.1,S3,eu-central-1,0.962814
15.62,43.69,2.12,0.197,0.0131,1.374,320,26.6,Lambda,eu-central-1,0.003727
22.16,68.11,0.99,0.17,0.0076,1.354,320,21.6,Lambda,eu-central-1,0.003183
8.86,31.24,0.0,0.9,0.0079,1.382,430,34.3,Lambda,ap-southeast-1,0.022807
23.11,29.38,0.0,66.207,26.1498,1.382,380,15.2,S3,us-east-1,1.578453
34.03,68.86,701.46,26.518,24.0,1.496,270,84.4,RDS,eu-west-1,0.766957
47.21,73.17,29.34,50.334,10.2316,1.342,100,187.5,EC2,ca-central-1,0.414644
67.0,45.06,137.37,46.155,9.2375,1.453,380,268.0,EC2,us-east-1,1.940878
67.85,64.83,360.78,12.945,24.0,1.404,430,99.4,RDS,ap-southeast-1,1.333412
44.5,30.81,90.72,32.188,6.7479,1.136,380,164.6,EC2,us-east-1,0.978682
55.51,31.34,1.46,0.578,0.0148,1.334,320,27.3,Lambda,eu-central-1,0.010976
100.0,70.04,1.56,0.102,0.0102,1.402,270,40.4,Lambda,eu-west-1,0.001779
59.39,65.9,2.21,0.608,0.014,1.252,270,25.2,Lambda,eu-west-1,0.009771
12.88,9.03,580.57,13.397,28.1462,1.205,270,3.9,S3,eu-west-1,0.295089
47.22,30.59,470.26,21.112,24.0,1.316,270,118.9,RDS,eu-west-1,0.85267
45.63,39.27,3.5,0.261,0.0177,1.441,430,43.0,Lambda,ap-southeast-1,0.006802
37.27,53.22,274.61,30.818,1.0536,1.353,450,86.3,EC2,ap-northeast-1,0.875768
24.27,12.61,2697.05,101.416,24.1119,1.482,90,6.3,S3,sa-east-1,0.633352
5.7,37.9,0.32,0.719,0.0204,1.478,100,38.2,Lambda,ca-central-1,0.004451
54.03,49.75,553.34,9.726,24.0,1.253,120,110.1,RDS,us-west-2,0.305283
31.93,67.91,141.18,0.577,24.0,1.304,430,106.4,RDS,ap-southeast-1,0.491987
1.0,49.15,0.14,0.532,0.0113,1.254,320,41.1,Lambda,eu-central-1,0.010298
70.34,83.14,449.8,82.382,8.8597,1.48,380,132.9,EC2,us-east-1,2.299293
48.0,72.7,248.96,39.594,9.6067,1.227,380,100.8,EC2,us-east-1,1.101941
46.18,70.39,0.16,0.576,0.0113,1.376,100,25.4,Lambda,ca-central-1,0.003442
16.16,31.76,1170.12,47.134,35.5463,1.178,270,5.6,S3,eu-west-1,0.970917
22.08,54.9,2.76,0.451,0.0029,1.345,430,32.9,Lambda,ap-southeast-1,0.011557
25.45,23.26,1782.77,45.651,19.1428,1.185,100,1.5,S3,ca-central-1,0.324185
40.95,100.0,334.75,22.725,6.5827,1.288,430,184.5,EC2,ap-southeast-1,0.895306
50.99,91.35,787.78,37.771,24.0,1.435,320,147.5,RDS,eu-central-1,1.664476
82.54,45.55,228.52,16.122,7.6995,1.357,120,126.5,EC2,us-west-2,0.250647
20.13,16.17,1249.03,56.597,28.5136,1.423,320,1.5,S3,eu-central-1,1.249779
61.42,46.72,37.13,52.013,12.4712,1.316,270,193.4,EC2,eu-west-1,1.340658
67.26,69.71,386.71,16.323,13.4015,1.33,380,130.0,EC2,us-east-1,1.017628
28.1,3.32,1148.74,12.348,23.3318,1.372,100,2.9,S3,ca-central-1,0.124841
7.59,15.53,711.42,55.27,21.2549,1.481,380,16.3,S3,us-east-1,1.33473
56.58,,642.55,31.856,24.0,1.372,100,145.8,RDS,ca-central-1,0.494077
81.39,76.52,0.0,,6.0081,1.305,380,34.4,EC2,us-east-1,0.399001
28.94,13.31,2155.64,113.133,14.0823,1.334,320,8.6,S3,eu-central-1,2.403466
25.39,48.57,0.0,1.155,17.1267,1.405,120,291.1,EC2,us-west-2,0.222512
45.21,69.41,618.82,1.819,24.0,1.367,270,140.8,RDS,eu-west-1,0.663619
33.32,76.04,875.62,11.437,24.0,1.465,320,126.0,RDS,eu-central-1,0.801279
61.75,67.5,62.6,28.698,1.1551,1.4,430,85.5,EC2,ap-southeast-1,0.780988
47.61,68.15,365.23,53.0,8.3492,1.459,380,124.2,EC2,us-east-1,1.466214
4.32,45.57,1.58,0.567,0.0099,1.49,380,14.8,Lambda,us-east-1,0.012707
73.84,34.55,2.48,0.208,0.0067,1.295,100,21.3,Lambda,ca-central-1,0.00128
13.26,48.17,3.63,0.804,0.001,1.108,120,26.4,Lambda,us-west-2,0.005925
59.7,92.84,404.39,27.796,24.0,1.474,430,92.5,RDS,ap-southeast-1,1.580842
31.18,47.29,261.12,25.187,9.5511,1.244,120,156.1,EC2,us-west-2,0.253975
24.85,20.18,1602.46,100.032,21.665,1.275,100,12.4,S3,ca-central-1,0.677847
48.18,25.69,363.09,21.624,10.3203,1.27,320,171.3,EC2,eu-central-1,0.781291
5.85,47.66,588.25,29.159,16.0625,1.518,430,16.4,S3,ap-southeast-1,0.831697
60.27,69.37,207.23,41.949,9.4099,1.11,90,149.0,EC2,sa-east-1,0.316912
35.41,58.22,634.81,6.069,24.0,1.333,320,37.4,RDS,eu-central-1,0.330225
76.66,75.63,630.49,18.063,24.0,1.419,380,79.6,RDS,us-east-1,1.288171
1.0,15.16,930.56,39.009,6.1312,1.347,320,16.9,S3,eu-central-1,0.781426
28.2,61.75,512.9,63.436,7.6989,1.569,380,148.9,EC2,us-east-1,1.656517
48.6,27.82,2.04,0.561,0.0075,1.402,380,24.2,Lambda,us-east-1,0.012776
2.95,1.0,441.26,4.442,20.4467,1.361,430,5.8,S3,ap-southeast-1,0.183354
30.33,23.54,1.65,0.578,0.0092,1.109,120,41.6,Lambda,us-west-2,0.004221
39.14,39.65,0.0,0.0,0.9503,1.1,320,89.4,EC2,eu-central-1,0.011935
37.73,84.81,830.93,13.272,24.0,1.37,450,70.6,RDS,ap-northeast-1,0.906979
42.09,28.02,2.12,1.035,0.0057,1.387,430,40.7,Lambda,ap-southeast-1,0.026938
20.09,35.78,2.28,0.477,0.01,1.228,380,37.9,Lambda,us-east-1,0.010693
32.19,73.23,2.24,0.334,0.0054,1.363,90,29.3,Lambda,sa-east-1,0.001817
21.47,54.97,261.24,31.364,24.0,1.4,270,114.4,RDS,eu-west-1,0.745135
